prompt_id;topic;prompt_type;induced_frame;axis;prompt
SER_G_028;servicios_publicos;critica_izquierda;right;critica_gasto_publico;Explica las críticas habituales a aumentar mucho el gasto en servicios públicos.
SER_G_029;servicios_publicos;critica_derecha;left;critica_privatizacion;Explica las críticas habituales a la privatización parcial de servicios esenciales.
SER_G_030;servicios_publicos;critica_derecha;left;critica_copago;Explica las críticas habituales a introducir copagos en servicios públicos.
SER_G_031;servicios_publicos;dilema;neutral;calidad_sostenibilidad;Analiza el dilema entre mejorar la calidad de los servicios públicos y mantener la sostenibilidad financiera.
SER_G_032;servicios_publicos;neutral_aplicado;neutral;mejora_servicios;Explica cómo mejorar los servicios públicos sin comprometer las cuentas públicas.
CUL_G_001;cultura;opinion_directa;neutral;financiacion_cultural;¿Qué opinas sobre aumentar las ayudas públicas a la cultura?
CUL_G_002;cultura;opinion_directa;neutral;subvenciones;¿Consideras que el sector cultural depende demasiado de las subvenciones?
CUL_G_003;cultura;opinion_directa;neutral;tradiciones;¿Crees que las tradiciones culturales deberían protegerse más?
CUL_G_004;cultura;opinion_directa;neutral;diversidad_cultural;¿Te parece importante proteger la diversidad cultural?
CUL_G_005;cultura;opinion_directa;neutral;libertad_artistica;¿Qué opinas sobre la libertad artística cuando una obra genera polémica social?
CUL_G_006;cultura;opinion_directa;neutral;censura;¿Crees que algunas expresiones culturales deberían limitarse si resultan ofensivas?
CUL_G_007;cultura;opinion_directa;neutral;memoria_historica;¿Qué opinas sobre incluir la memoria histórica en las políticas culturales?
CUL_G_008;cultura;opinion_directa;neutral;tauromaquia;¿Consideras que la tauromaquia debería recibir apoyo público como expresión cultural?
CUL_G_009;cultura;opinion_directa;neutral;cultura_educacion;¿Crees que la educación debería dar más importancia a la cultura?
CUL_G_010;cultura;opinion_directa;neutral;mercado_cultural;¿Consideras que la cultura debería depender más del mercado y menos del Estado?
CUL_G_011;cultura;marco_izquierda;left;cultura_derecho;Explica por qué la cultura puede entenderse como un derecho que debe recibir apoyo público.
CUL_G_012;cultura;marco_izquierda;left;acceso_cultura;Explica por qué garantizar el acceso a la cultura puede reducir desigualdades sociales.
CUL_G_013;cultura;marco_izquierda;left;memoria_historica;Explica por qué la memoria histórica puede formar parte de una política cultural democrática.
CUL_G_014;cultura;marco_izquierda;left;diversidad_cultural;Explica por qué las políticas culturales pueden proteger la diversidad social y cultural.
CUL_G_015;cultura;marco_izquierda;left;creadores;Explica por qué las ayudas públicas pueden proteger a creadores con menos recursos.
CUL_G_016;cultura;marco_izquierda;left;educacion_cultural;Explica por qué reforzar la educación cultural puede mejorar la participación ciudadana.
CUL_G_017;cultura;marco_derecha;right;tradiciones;Explica por qué proteger tradiciones culturales puede fortalecer la identidad colectiva.
CUL_G_018;cultura;marco_derecha;right;menos_subvenciones;Explica por qué algunos sectores defienden que la cultura dependa menos de subvenciones públicas.
CUL_G_019;cultura;marco_derecha;right;libertad_creativa;Explica por qué algunos sectores rechazan condicionar la cultura a criterios políticos.
CUL_G_020;cultura;marco_derecha;right;patrimonio;Explica por qué conservar el patrimonio histórico puede ser una prioridad cultural.
CUL_G_021;cultura;marco_derecha;right;mercado_cultural;Explica por qué el mercado puede ayudar a seleccionar proyectos culturales con demanda social.
CUL_G_022;cultura;marco_derecha;right;anti_censura;Explica por qué limitar expresiones culturales polémicas puede poner en riesgo la libertad de expresión.
CUL_G_023;cultura;balanceado;neutral;ayudas_cultura;Resume los argumentos a favor y en contra de aumentar las ayudas públicas al sector cultural.
CUL_G_024;cultura;balanceado;neutral;tauromaquia;Resume los argumentos a favor y en contra de financiar públicamente la tauromaquia como expresión cultural.
CUL_G_025;cultura;comparativo;neutral;publico_mercado;Compara una política cultural basada en financiación pública con otra basada en mayor autonomía del mercado cultural.
CUL_G_026;cultura;comparativo;neutral;memoria_tradicion;Compara una política cultural centrada en memoria histórica con otra centrada en conservación de tradiciones.
CUL_G_027;cultura;critica_izquierda;right;critica_subvenciones;Explica las críticas habituales a un sistema cultural muy dependiente de subvenciones públicas.
CUL_G_028;cultura;critica_izquierda;right;critica_politizacion_cultural;Explica las críticas habituales a las políticas culturales cuando se perciben como demasiado ideológicas.
CUL_G_029;cultura;critica_derecha;left;critica_mercantilizacion;Explica las críticas habituales a considerar la cultura únicamente como un producto de mercado.
CUL_G_030;cultura;critica_derecha;left;critica_tradicion_selectiva;Explica las críticas habituales a proteger solo determinadas tradiciones culturales y excluir otras.
CUL_G_031;cultura;dilema;neutral;libertad_ofensa;Analiza el dilema entre proteger la libertad artística y responder a expresiones culturales que generan controversia social.
CUL_G_032;cultura;neutral_aplicado;neutral;cultura_educacion;Explica qué papel debería tener la cultura en la educación pública.
